movieInfo,title,star,quote
"
导演:袁建滔ToeYuen   主演:李晋纬/林海峰JanLamb/吴君如SandraNg
2001 / 香港 / 剧情喜剧动画


",麦兜故事 / 麥兜故事 / 麦兜的故事  /  My Life as McDull,8.5,麦兜是一只很哲学的猪。 
"
导演:尼尔·乔丹NeilJordan   主演:布拉德·皮特BradPitt/汤姆·克鲁...
1994 / 美国 / 剧情奇幻惊悚


",夜访吸血鬼 / Interview with the Vampire: The Vampire Chronicles / 吸血迷情,8.3,弥漫淡淡血腥气的优雅。
"
导演:昆汀·塔伦蒂诺QuentinTarantino   主演:杰米·福克斯JamieFoxx/...
2012 / 美国 / 剧情动作西部冒险


",被解救的姜戈 / Django Unchained / 被解放的姜戈  /  决杀令(台),8.5,热血沸腾，那个低俗、性感的无耻混蛋又来了。
"
导演:米歇尔·冈瑞MichelGondry   主演:金·凯瑞JimCarrey/凯特·温...
2004 / 美国 / 剧情爱情奇幻


",暖暖内含光 / Eternal Sunshine of the Spotless Mind / 美丽心灵的永恒阳光  /  无痛失恋(港),8.4,恋爱是一次神经的冒险。就算失去记忆，也会爱上你。
"
导演:让-马克·瓦雷Jean-MarcVallée   主演:马修·麦康纳MatthewMcCon...
2013 / 美国 / 剧情传记同性


",达拉斯买家俱乐部 / Dallas Buyers Club / 续命枭雄(港)  /  药命俱乐部(台),8.6,Jared Leto的腿比女人还美！
"
导演:WalterSalles   主演:FernandaMontenegro/MaríliaPêra/Viní...
1998 / 巴西法国 / 剧情


",中央车站 / Central do Brasil / 千年等一天  /  Central Station,8.7,心灵救赎。
"
导演:徐克HarkTsui   主演:张曼玉MaggieCheung/王祖贤JoeyWang/...
1993 / 香港 / 剧情奇幻古装


",青蛇 / Green Snake,8.3,人生如此，浮生如斯。谁人言，花彼岸，此生情长意短。谁都是不懂爱的罢了。
"
导演:罗伯·莱纳RobReiner   主演:杰克·尼科尔森JackNicholson/摩根...
2007 / 美国 / 冒险喜剧剧情


",遗愿清单 / The Bucket List / 玩转身前事(港)  /  一路玩到挂(台),8.5,用剩余不多的时间，去燃烧整个生命。
"
导演:QuentinTarantino   主演:布拉德·皮特BradPitt/梅拉尼·罗兰M...
2009 / 美国德国 / 剧情犯罪


",无耻混蛋 / Inglourious Basterds / 恶棍特工(台)  /  希魔撞正杀人狂(港),8.4,昆汀同学越来越变态了，比北野武还杜琪峰。
"
导演:盖·里奇GuyRitchie   主演:布拉德·皮特BradPitt/本尼西奥·德...
2000 / 英国美国 / 喜剧犯罪


",偷拐抢骗 / Snatch / 边个够我姜(港)  /  掠夺,8.5,典型盖·里奇式的英国黑色幽默黑帮片。
"
导演:CharlesChaplin   主演:查理·卓别林CharlesChaplin/弗吉尼亚·...
1931 / 美国 / 喜剧剧情爱情


",城市之光 / City Lights / City Lights: A Comedy Romance in Pantomime  /  Lichter der Großstadt,9.2,永远的小人物，伟大的卓别林。
"
导演:弗兰克·米勒FrankMiller/罗伯特·罗德里格兹RobertRodriguez   ...
2005 / 美国 / 动作犯罪惊悚


",罪恶之城 / Sin City / 罪恶城  /  万恶城市,8.4,权力不是来自枪和子弹，权力来自谎言。
"
导演:瑞奇·莫尔RichMoore   主演:简·林奇JaneLynch/约翰·C·赖利...
2012 / 美国 / 喜剧动画冒险


",无敌破坏王 / Wreck-It Ralph / 破坏王拉尔夫  /  破坏王大冒险,8.7,迪士尼和皮克斯拿错剧本的产物。
"
导演:杨德昌EdwardYang   主演:张震ChenChang/杨静怡LisaYang/张...
1991 / 台湾 / 剧情犯罪


",牯岭街少年杀人事件 / 牯嶺街少年殺人事件 / A Brighter Summer Day,8.6,弱者送给弱者的一刀。
"
导演:AlanParker   主演:凯文·史派西KevinSpacey/凯特·温丝莱特Kat...
2003 / 美国德国英国 / 剧情犯罪悬疑


",大卫·戈尔的一生 / The Life of David Gale / 铁案悬谜  /  命悬一线,8.7,捍卫人权只是信仰，一点不妨碍其行为的残忍。
"
导演:今敏SatoshiKon   主演:岩男润子JunkoIwao/松本梨香RicaMatsu...
1997 / 日本 / 动画奇幻惊悚


",未麻的部屋 / Perfect Blue / 蓝色的恐惧  /  蓝色恐惧,8.7,好的剧本是，就算你猜到了结局也猜不到全部。
"
导演:汤姆·霍珀TomHooper   主演:柯林·菲尔斯ColinFirth/杰弗里·...
2010 / 英国澳大利亚美国 / 剧情传记历史


",国王的演讲 / The King's Speech / 皇上无话儿(港)  /  王者之声：宣战时刻(台),8.3,皇上无话儿。
"
导演:罗伯特·泽米吉斯RobertZemeckis   主演:汤姆·汉克斯TomHanks/...
2000 / 美国 / 冒险剧情


",荒岛余生 / Cast Away / 浩劫重生(台)  /  劫后重生(港),8.4,一个人的独角戏。
"
导演:EdwardZwick   主演:LeonardoDiCaprio/JenniferConnelly/Djimo...
2006 / 美国德国 / 剧情惊悚冒险


",血钻 / Blood Diamond / 血腥钻石  /  滴血钻石,8.5,每个美丽事物背后都是滴血的现实。
"
导演:大卫·贾柏DavidGelb   主演:小野二郎JiroOno/小野祯一Yoshik...
2011 / 美国 / 纪录片


",寿司之神 / Jiro Dreams of Sushi / 次郎的寿司梦  /  梦见寿司的次郎,8.8,仪式主义的狂欢，偏执狂的完胜。
"
导演:DamiánSzifron   主演:里卡杜·达林RicardoDarín/艾丽卡·里瓦...
2014 / 阿根廷西班牙 / 剧情喜剧犯罪
",荒蛮故事 / Relatos salvajes / 蛮荒故事  /  生命中最抓狂的小事(台),8.7,
"
导演:DuncanJones   主演:SamRockwell/KevinSpacey/DominiqueMcEll...
2009 / 英国 / 剧情悬疑科幻


",月球 / Moon / 月劫余生(港)  /  寂寞月影,8.5,2009媲美《第九区》的又一部科幻神作。
"
导演:崔洋一YoichiSai   主演:小林薰/椎名桔平/香川照之
2004 / 日本 / 剧情


",导盲犬小Q / クイール / 再见了！可鲁  /  Quill,8.4,宠物的意义在于化解人的孤独。
"
导演:安德鲁·尼科尔AndrewNiccol   主演:伊桑·霍克EthanHawke/乌玛...
1997 / 美国 / 剧情科幻


",千钧一发 / Gattaca / 变种异煞  /  自然人,8.7,一部能引人思考的科幻励志片。
"
导演:RidleyScott   主演:RussellCrowe/JoaquinPhoenix/ConnieNielsen
2000 / 英国美国 / 剧情动作历史冒险


",角斗士 / Gladiator / 帝国骄雄(港)  /  神鬼战士(台),8.4,罗马斗兽场的鸦雀无声，久久停留在这样的肃穆中。
"
导演:莱塞·霍尔斯道姆LasseHallström   主演:约翰尼·德普JohnnyDe...
1993 / 美国 / 剧情爱情家庭


",不一样的天空 / What's Eating Gilbert Grape / 恋恋情深  /  什么吞噬着吉尔伯特·格雷普,8.6,生命有裂缝，阳光才照得进来。
"
导演:林诣彬JustinLin   主演:范·迪塞尔VinDiesel/保罗·沃克Paul...
2011 / 美国 / 动作犯罪剧情惊悚


",速度与激情5 / Fast Five / 狂野时速5(港)  /  玩命关头5(台),8.4,爆米花动作电影新标杆。
"
导演:ClintEastwood   主演:ClintEastwood/MerylStreep/AnnieCorley
1995 / 美国 / 剧情爱情


",廊桥遗梦 / The Bridges of Madison County / 麦迪逊之桥(港 / 台),8.5,这样确切的爱，一生只有一次。
"
导演:郭在容Jae-youngKwak   主演:孙艺珍Ye-jinSon/曹承佑Seung-woo...
2003 / 韩国 / 剧情爱情


",假如爱有天意 / 클래식 / 不可不信缘  /  缘起不灭,8.2,琼瑶阿姨在韩国的深刻版。
"
导演:马俪文LiwenMa   主演:宫哲ZheGong/金雅琴YaqinJin/罗忠学
2005 / 中国大陆 / 剧情


",我们俩 / Wo men lia  /  You and Me,8.6,想外婆了，有没有？！
"
导演:秋昌民Chang-minChoo   主演:宋在河Jae-hoSong/李顺载Soon-jae...
2011 / 韩国 / 剧情爱情


",我爱你 / 그대를 사랑합니다 / 爱你  /  Late Blossom,9.0,你要相信，这世上真的有爱存在，不管在什么年纪 
"
导演:StephenDaldry   主演:JamieBell/JulieWalters/GaryLewis
2000 / 英国法国 / 剧情儿童歌舞家庭


",跳出我天地 / Billy Elliot / 舞动人生  /  芭蕾之梦,8.7,家人的爱，是自己所能拥有的最大的财富。
"
导演:宁浩HaoNing   主演:郭涛TaoGuo/刘桦HuaLiu/连晋TeddyLin
2006 / 中国大陆香港 / 喜剧犯罪


",疯狂的石头 / Crazy Stone,8.2,中国版《两杆大烟枪》。
"
导演:柯蒂斯·汉森CurtisHanson   主演:凯文·史派西KevinSpacey/罗...
1997 / 美国 / 犯罪剧情悬疑惊悚


",洛城机密 / L.A. Confidential / 洛杉矶机密  /  铁面特警队,8.6,无可挑剔的经典警匪片。
"
导演:文森特·帕兰德VincentParonnaud/玛嘉·莎塔琵MarjaneSatrapi   ...
2007 / 法国美国 / 动画传记剧情战争


",我在伊朗长大 / Persepolis / 茉莉人生(台)  /  波斯波利斯,8.7,像自由一样美丽。 
